trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
543,False,"{'a': 0.5, 'e': 0.6741999999999756}",25,-20,-256.11042136622166,"{0: 27, 1: 4, 2: 8, 3: 2, 4: 4}",0
544,False,"{'a': 0.5, 'e': 0.6735999999999756}",25,18,-7.840121318853388,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.6729999999999755}",20,-10,-79.88075776668842,"{0: 20, 1: 4, 2: 3, 3: 3, 4: 0}",0
546,False,"{'a': 0.5, 'e': 0.6723999999999755}",30,-62,-140.65285115965452,"{0: 72, 1: 5, 2: 11, 3: 2, 4: 2}",0
547,False,"{'a': 0.5, 'e': 0.6717999999999754}",25,4,-95.69578617164916,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 2}",1
548,False,"{'a': 0.5, 'e': 0.6711999999999754}",25,-13,-140.26881122803516,"{0: 24, 1: 2, 2: 9, 3: 2, 4: 1}",0
549,False,"{'a': 0.5, 'e': 0.6705999999999753}",25,4,-187.5177842515142,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 4}",1
550,False,"{'a': 0.5, 'e': 0.6699999999999753}",25,12,-74.91537876156725,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 2}",1
551,False,"{'a': 0.5, 'e': 0.6693999999999752}",20,-54,-259.5948468390126,"{0: 55, 1: 3, 2: 8, 3: 3, 4: 5}",0
552,False,"{'a': 0.5, 'e': 0.6687999999999752}",30,16,-63.43843255164017,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 1}",1
553,False,"{'a': 0.5, 'e': 0.6681999999999751}",30,6,-78.60891244251178,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 1}",1
554,False,"{'a': 0.5, 'e': 0.6675999999999751}",20,6,-39.53536929370452,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
555,False,"{'a': 0.5, 'e': 0.6669999999999751}",30,16,-39.44571993833409,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
556,False,"{'a': 0.5, 'e': 0.666399999999975}",35,11,-50.85319684015512,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 1}",1
557,False,"{'a': 0.5, 'e': 0.665799999999975}",20,-2,-93.77660405820694,"{0: 14, 1: 1, 2: 5, 3: 1, 4: 1}",0
558,False,"{'a': 0.5, 'e': 0.6651999999999749}",25,-29,-101.77187600520692,"{0: 41, 1: 4, 2: 7, 3: 0, 4: 2}",0
559,False,"{'a': 0.5, 'e': 0.6645999999999749}",30,8,-115.32863394698228,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 2}",1
560,False,"{'a': 0.5, 'e': 0.6639999999999748}",20,0,-50.31544483416117,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",1
561,False,"{'a': 0.5, 'e': 0.6633999999999748}",30,18,-56.52654277463007,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
562,False,"{'a': 0.5, 'e': 0.6627999999999747}",30,11,-89.25954083124967,"{0: 11, 1: 0, 2: 5, 3: 3, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.6621999999999747}",20,15,-13.081543345955895,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.6615999999999747}",25,-12,-111.49579450063598,"{0: 26, 1: 3, 2: 6, 3: 0, 4: 2}",0
565,False,"{'a': 0.5, 'e': 0.6609999999999746}",20,4,-47.49838708130497,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
566,False,"{'a': 0.5, 'e': 0.6603999999999746}",20,-34,-141.1752873588011,"{0: 41, 1: 4, 2: 5, 3: 1, 4: 3}",0
567,False,"{'a': 0.5, 'e': 0.6597999999999745}",20,-9,-66.46478701710724,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 1}",0
568,False,"{'a': 0.5, 'e': 0.6591999999999745}",25,-4,-72.07580674322493,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 0}",0
569,False,"{'a': 0.5, 'e': 0.6585999999999744}",20,-51,-115.66173629585248,"{0: 52, 1: 8, 2: 8, 3: 2, 4: 1}",0
570,False,"{'a': 0.5, 'e': 0.6579999999999744}",20,13,-19.924890472678733,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.6573999999999743}",25,7,-62.61305163261305,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
572,False,"{'a': 0.5, 'e': 0.6567999999999743}",20,-6,-55.47033630266359,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 1}",0
573,False,"{'a': 0.5, 'e': 0.6561999999999742}",25,-33,-157.25381341174028,"{0: 43, 1: 4, 2: 7, 3: 1, 4: 3}",0
574,False,"{'a': 0.5, 'e': 0.6555999999999742}",25,-9,-88.00588742455894,"{0: 26, 1: 0, 2: 5, 3: 2, 4: 1}",0
575,False,"{'a': 0.5, 'e': 0.6549999999999742}",20,-15,-136.19358210486283,"{0: 25, 1: 3, 2: 4, 3: 0, 4: 3}",0
576,False,"{'a': 0.5, 'e': 0.6543999999999741}",25,1,-119.48170105664997,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 2}",1
577,False,"{'a': 0.5, 'e': 0.6537999999999741}",20,-11,-122.1574494851585,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 3}",0
578,False,"{'a': 0.5, 'e': 0.653199999999974}",20,-38,-190.86560471600225,"{0: 45, 1: 3, 2: 5, 3: 0, 4: 5}",0
579,False,"{'a': 0.5, 'e': 0.652599999999974}",20,-4,-6.325326700721461,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 0}",0
580,False,"{'a': 0.5, 'e': 0.6519999999999739}",25,-36,-175.68273356141705,"{0: 43, 1: 6, 2: 9, 3: 0, 4: 3}",0
581,False,"{'a': 0.5, 'e': 0.6513999999999739}",30,4,-152.18964749911748,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 3}",1
582,False,"{'a': 0.5, 'e': 0.6507999999999738}",30,-2,-49.03837876917049,"{0: 26, 1: 2, 2: 2, 3: 1, 4: 1}",0
583,False,"{'a': 0.5, 'e': 0.6501999999999738}",20,2,-40.64347812969511,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.6495999999999738}",25,5,-102.4000934312789,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",1
585,False,"{'a': 0.5, 'e': 0.6489999999999737}",20,1,-58.65086921371868,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.6483999999999737}",25,19,-0.059615587894388256,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.6477999999999736}",25,4,0.8886332691407033,"{0: 16, 1: 5, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.6471999999999736}",30,11,-27.808265020218787,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.6465999999999735}",25,-30,-116.04930115830416,"{0: 45, 1: 2, 2: 4, 3: 1, 4: 3}",0
590,False,"{'a': 0.5, 'e': 0.6459999999999735}",20,-16,-106.88337421409827,"{0: 27, 1: 1, 2: 3, 3: 4, 4: 1}",0
591,False,"{'a': 0.5, 'e': 0.6453999999999734}",25,2,-104.4479654788203,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 2}",1
592,False,"{'a': 0.5, 'e': 0.6447999999999734}",30,-42,-237.20416697937506,"{0: 51, 1: 7, 2: 7, 3: 3, 4: 4}",0
593,False,"{'a': 0.5, 'e': 0.6441999999999733}",20,-30,7.262810760754831,"{0: 45, 1: 3, 2: 0, 3: 1, 4: 1}",0
594,False,"{'a': 0.5, 'e': 0.6435999999999733}",25,-19,-51.383880458349786,"{0: 31, 1: 5, 2: 8, 3: 0, 4: 0}",0
595,False,"{'a': 0.5, 'e': 0.6429999999999733}",20,0,-107.21565086028929,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 1}",1
596,False,"{'a': 0.5, 'e': 0.6423999999999732}",25,18,3.1633380566493345,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.6417999999999732}",30,11,-33.65936975169671,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
598,False,"{'a': 0.5, 'e': 0.6411999999999731}",20,-29,-89.3750960132656,"{0: 38, 1: 2, 2: 6, 3: 2, 4: 1}",0
599,False,"{'a': 0.5, 'e': 0.6405999999999731}",20,15,0.34692256680140243,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.639999999999973}",20,-10,-68.1783869772664,"{0: 22, 1: 1, 2: 4, 3: 3, 4: 0}",0
601,False,"{'a': 0.5, 'e': 0.639399999999973}",20,2,-38.53370200152996,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
602,False,"{'a': 0.5, 'e': 0.638799999999973}",30,18,-70.61162252868016,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 1}",1
603,False,"{'a': 0.5, 'e': 0.6381999999999729}",30,1,-55.424026509462735,"{0: 21, 1: 4, 2: 3, 3: 0, 4: 1}",1
604,False,"{'a': 0.5, 'e': 0.6375999999999729}",35,12,3.5901351770196124,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.6369999999999728}",30,13,-10.07376720014425,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
606,False,"{'a': 0.5, 'e': 0.6363999999999728}",25,14,-20.36682440214314,"{0: 6, 1: 4, 2: 1, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.6357999999999727}",20,13,-0.2907018323199193,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.6351999999999727}",25,-7,-112.02555099251022,"{0: 23, 1: 4, 2: 2, 3: 1, 4: 2}",0
609,False,"{'a': 0.5, 'e': 0.6345999999999726}",25,-15,-172.13077262750275,"{0: 28, 1: 4, 2: 4, 3: 0, 4: 4}",0
610,False,"{'a': 0.5, 'e': 0.6339999999999726}",20,6,-108.14253140312094,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 2}",1
611,False,"{'a': 0.5, 'e': 0.6333999999999725}",20,12,5.699675085774638,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.5, 'e': 0.6327999999999725}",20,-6,-83.01724693904106,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 1}",0
613,False,"{'a': 0.5, 'e': 0.6321999999999725}",30,5,-35.296734158274965,"{0: 20, 1: 3, 2: 0, 3: 1, 4: 1}",1
614,False,"{'a': 0.5, 'e': 0.6315999999999724}",20,11,2.2799013001533712,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.6309999999999724}",25,8,-57.87171399865197,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 1}",1
616,False,"{'a': 0.5, 'e': 0.6303999999999723}",30,8,-18.875540256299555,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
617,False,"{'a': 0.5, 'e': 0.6297999999999723}",20,7,-59.185157394374784,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
618,False,"{'a': 0.5, 'e': 0.6291999999999722}",30,17,-4.100415948311973,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.6285999999999722}",20,6,5.092845543881864,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.6279999999999721}",20,9,5.913580170224443,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.5, 'e': 0.6273999999999721}",20,5,-35.192724201065055,"{0: 9, 1: 3, 2: 2, 3: 1, 4: 0}",1
622,False,"{'a': 0.5, 'e': 0.626799999999972}",25,-18,-178.29040931698768,"{0: 30, 1: 0, 2: 9, 3: 1, 4: 3}",0
623,False,"{'a': 0.5, 'e': 0.626199999999972}",20,0,-24.25934879361198,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",1
624,False,"{'a': 0.5, 'e': 0.625599999999972}",20,10,-11.260801810737714,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
625,False,"{'a': 0.5, 'e': 0.6249999999999719}",25,9,-32.23102727908199,"{0: 10, 1: 3, 2: 2, 3: 1, 4: 0}",1
626,False,"{'a': 0.5, 'e': 0.6243999999999719}",20,-49,-256.8813318849735,"{0: 45, 1: 6, 2: 10, 3: 6, 4: 2}",0
627,False,"{'a': 0.5, 'e': 0.6237999999999718}",20,5,-59.60667023244379,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 1}",1
628,False,"{'a': 0.5, 'e': 0.6231999999999718}",20,-14,-77.06885980693382,"{0: 25, 1: 4, 2: 2, 3: 2, 4: 1}",0
629,False,"{'a': 0.5, 'e': 0.6225999999999717}",20,14,12.725868534543833,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.5, 'e': 0.6219999999999717}",30,1,-241.2860329644763,"{0: 14, 1: 6, 2: 3, 3: 2, 4: 4}",1
631,False,"{'a': 0.5, 'e': 0.6213999999999716}",30,23,6.160993593590931,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.5, 'e': 0.6207999999999716}",20,-19,-109.88135053375738,"{0: 28, 1: 3, 2: 6, 3: 0, 4: 2}",0
633,False,"{'a': 0.5, 'e': 0.6201999999999716}",25,10,-55.33935489909562,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
634,False,"{'a': 0.5, 'e': 0.6195999999999715}",25,-7,-83.80890067507923,"{0: 22, 1: 2, 2: 7, 3: 0, 4: 1}",0
635,False,"{'a': 0.5, 'e': 0.6189999999999715}",25,-23,-176.44604546688126,"{0: 32, 1: 4, 2: 7, 3: 3, 4: 2}",0
636,False,"{'a': 0.5, 'e': 0.6183999999999714}",30,-6,-16.37876949999978,"{0: 29, 1: 2, 2: 5, 3: 0, 4: 0}",0
637,False,"{'a': 0.5, 'e': 0.6177999999999714}",20,10,4.444317412123866,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.6171999999999713}",20,-3,-3.9510577649758494,"{0: 21, 1: 0, 2: 0, 3: 2, 4: 0}",0
639,False,"{'a': 0.5, 'e': 0.6165999999999713}",25,15,11.717264441828462,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.6159999999999712}",20,-39,-144.74004882654913,"{0: 41, 1: 8, 2: 7, 3: 1, 4: 2}",0
641,False,"{'a': 0.5, 'e': 0.6153999999999712}",25,-11,-94.83801783101778,"{0: 26, 1: 3, 2: 3, 3: 3, 4: 1}",0
642,False,"{'a': 0.5, 'e': 0.6147999999999711}",30,8,-32.18780394697202,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
643,False,"{'a': 0.5, 'e': 0.6141999999999711}",20,-28,-116.40688854110816,"{0: 33, 1: 4, 2: 9, 3: 1, 4: 1}",0
644,False,"{'a': 0.5, 'e': 0.6135999999999711}",25,7,-60.18485826860382,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
645,False,"{'a': 0.5, 'e': 0.612999999999971}",20,-37,-100.3133314791538,"{0: 43, 1: 3, 2: 8, 3: 2, 4: 1}",0
646,False,"{'a': 0.5, 'e': 0.612399999999971}",30,13,-54.10502369203862,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
647,False,"{'a': 0.5, 'e': 0.6117999999999709}",25,5,-85.46252923877226,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",1
648,False,"{'a': 0.5, 'e': 0.6111999999999709}",20,-27,-89.75097009000142,"{0: 39, 1: 2, 2: 2, 3: 2, 4: 2}",0
649,False,"{'a': 0.5, 'e': 0.6105999999999708}",20,-13,-81.96294770099321,"{0: 27, 1: 0, 2: 4, 3: 0, 4: 2}",0
650,False,"{'a': 0.5, 'e': 0.6099999999999708}",25,9,-64.74267114395259,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 2}",1
651,False,"{'a': 0.5, 'e': 0.6093999999999707}",30,21,-5.090606922990982,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
652,False,"{'a': 0.5, 'e': 0.6087999999999707}",25,-15,-68.23771720920105,"{0: 29, 1: 3, 2: 6, 3: 2, 4: 0}",0
653,False,"{'a': 0.5, 'e': 0.6081999999999707}",25,1,-70.46354008780663,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 1}",1
654,False,"{'a': 0.5, 'e': 0.6075999999999706}",25,-17,-158.69278698082383,"{0: 27, 1: 3, 2: 9, 3: 1, 4: 2}",0
655,False,"{'a': 0.5, 'e': 0.6069999999999706}",30,17,2.770618298520704,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
656,False,"{'a': 0.5, 'e': 0.6063999999999705}",20,-37,-13.809296083009711,"{0: 50, 1: 2, 2: 4, 3: 0, 4: 1}",0
657,False,"{'a': 0.5, 'e': 0.6057999999999705}",25,14,12.014253221107156,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.6051999999999704}",20,-6,-91.94513321880788,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 1}",0
659,False,"{'a': 0.5, 'e': 0.6045999999999704}",20,7,-3.027793265537652,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
660,False,"{'a': 0.5, 'e': 0.6039999999999703}",25,4,-173.12410419236085,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 4}",1
661,False,"{'a': 0.5, 'e': 0.6033999999999703}",20,-2,-68.57340822449865,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 1}",0
662,False,"{'a': 0.5, 'e': 0.6027999999999702}",25,-3,10.27195988589326,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 0}",0
663,False,"{'a': 0.5, 'e': 0.6021999999999702}",25,-2,-48.10176375709528,"{0: 17, 1: 5, 2: 4, 3: 1, 4: 0}",0
664,False,"{'a': 0.5, 'e': 0.6015999999999702}",20,-19,-71.51212570293814,"{0: 31, 1: 1, 2: 5, 3: 1, 4: 1}",0
665,False,"{'a': 0.5, 'e': 0.6009999999999701}",25,-11,-44.26024123907623,"{0: 25, 1: 5, 2: 6, 3: 0, 4: 0}",0
666,False,"{'a': 0.5, 'e': 0.6003999999999701}",30,12,3.6835322364705787,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
667,False,"{'a': 0.5, 'e': 0.59979999999997}",25,17,14.408977617798723,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.5, 'e': 0.59919999999997}",20,-16,-29.27380002395726,"{0: 29, 1: 5, 2: 1, 3: 0, 4: 1}",0
669,False,"{'a': 0.5, 'e': 0.5985999999999699}",20,13,12.81403891837126,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.5979999999999699}",25,7,-21.34459912573439,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.5973999999999698}",20,3,-125.32567704258709,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 2}",1
672,False,"{'a': 0.5, 'e': 0.5967999999999698}",25,-7,-31.838149823739368,"{0: 27, 1: 2, 2: 1, 3: 1, 4: 1}",0
673,False,"{'a': 0.5, 'e': 0.5961999999999698}",20,-6,-77.97084228613951,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 1}",0
674,False,"{'a': 0.5, 'e': 0.5955999999999697}",25,-4,-98.38649547752176,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 2}",0
675,False,"{'a': 0.5, 'e': 0.5949999999999697}",30,16,12.051603041838305,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.5943999999999696}",30,0,-254.27230273094364,"{0: 17, 1: 1, 2: 4, 3: 4, 4: 4}",1
677,False,"{'a': 0.5, 'e': 0.5937999999999696}",20,-14,-154.58219096956083,"{0: 20, 1: 4, 2: 7, 3: 1, 4: 2}",0
678,False,"{'a': 0.5, 'e': 0.5931999999999695}",30,-8,-84.47544109959007,"{0: 27, 1: 4, 2: 5, 3: 1, 4: 1}",0
679,False,"{'a': 0.5, 'e': 0.5925999999999695}",30,21,-4.561215127638096,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
680,False,"{'a': 0.5, 'e': 0.5919999999999694}",20,2,-116.44431463299371,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 3}",1
681,False,"{'a': 0.5, 'e': 0.5913999999999694}",25,-10,-76.45387484453954,"{0: 27, 1: 3, 2: 3, 3: 0, 4: 2}",0
682,False,"{'a': 0.5, 'e': 0.5907999999999693}",30,2,-110.88413488578331,"{0: 18, 1: 3, 2: 5, 3: 0, 4: 2}",1
683,False,"{'a': 0.5, 'e': 0.5901999999999693}",20,2,-0.5224468786874317,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
684,False,"{'a': 0.5, 'e': 0.5895999999999693}",25,11,-12.287182311070504,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
685,False,"{'a': 0.5, 'e': 0.5889999999999692}",20,12,-34.00599397895694,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
686,False,"{'a': 0.5, 'e': 0.5883999999999692}",30,2,-108.58685746554319,"{0: 20, 1: 2, 2: 3, 3: 1, 4: 2}",1
687,False,"{'a': 0.5, 'e': 0.5877999999999691}",20,0,-7.7763899230815134,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",1
688,False,"{'a': 0.5, 'e': 0.5871999999999691}",30,15,-19.87249026918562,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
689,False,"{'a': 0.5, 'e': 0.586599999999969}",30,13,-70.67434626697751,"{0: 10, 1: 0, 2: 5, 3: 2, 4: 0}",1
690,False,"{'a': 0.5, 'e': 0.585999999999969}",30,3,-6.579256770278711,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 0}",1
691,False,"{'a': 0.5, 'e': 0.585399999999969}",20,13,2.1234041906819634,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
692,False,"{'a': 0.5, 'e': 0.5847999999999689}",25,13,-47.25222572823376,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
693,False,"{'a': 0.5, 'e': 0.5841999999999689}",25,11,-47.46603649566153,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
694,False,"{'a': 0.5, 'e': 0.5835999999999688}",35,-28,-197.29228641873283,"{0: 46, 1: 4, 2: 8, 3: 1, 4: 4}",0
695,False,"{'a': 0.5, 'e': 0.5829999999999688}",30,-22,-88.68792312663486,"{0: 40, 1: 7, 2: 2, 3: 1, 4: 2}",0
696,False,"{'a': 0.5, 'e': 0.5823999999999687}",25,12,-66.9537043941366,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 2}",1
697,False,"{'a': 0.5, 'e': 0.5817999999999687}",20,1,-72.16208183178563,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 2}",1
698,False,"{'a': 0.5, 'e': 0.5811999999999686}",25,-10,-188.55650968422003,"{0: 20, 1: 4, 2: 8, 3: 0, 4: 3}",0
699,False,"{'a': 0.5, 'e': 0.5805999999999686}",35,17,-9.886132343093566,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
700,False,"{'a': 0.5, 'e': 0.5799999999999685}",20,-7,-6.2308207367549775,"{0: 23, 1: 1, 2: 2, 3: 1, 4: 0}",0
701,False,"{'a': 0.5, 'e': 0.5793999999999685}",25,10,-8.980326696325605,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
702,False,"{'a': 0.5, 'e': 0.5787999999999685}",20,-13,-56.07592268948991,"{0: 23, 1: 2, 2: 7, 3: 1, 4: 0}",0
703,False,"{'a': 0.5, 'e': 0.5781999999999684}",20,-6,-188.9215851526399,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 3}",0
704,False,"{'a': 0.5, 'e': 0.5775999999999684}",30,16,-86.26575792861213,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 2}",1
705,False,"{'a': 0.5, 'e': 0.5769999999999683}",30,-2,28.3436692019181,"{0: 30, 1: 0, 2: 2, 3: 0, 4: 0}",0
706,False,"{'a': 0.5, 'e': 0.5763999999999683}",20,13,7.200051393778477,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.5757999999999682}",25,-12,-89.49068496216726,"{0: 29, 1: 1, 2: 5, 3: 0, 4: 2}",0
708,False,"{'a': 0.5, 'e': 0.5751999999999682}",20,9,-1.9628224145838786,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
709,False,"{'a': 0.5, 'e': 0.5745999999999681}",20,10,2.6159428475134323,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
710,False,"{'a': 0.5, 'e': 0.5739999999999681}",30,8,-21.925691092221808,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
711,False,"{'a': 0.5, 'e': 0.573399999999968}",20,11,-15.619331343311448,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
712,False,"{'a': 0.5, 'e': 0.572799999999968}",25,6,-10.000694530202846,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
713,False,"{'a': 0.5, 'e': 0.572199999999968}",20,-22,-209.3068098030984,"{0: 27, 1: 3, 2: 7, 3: 2, 4: 3}",0
714,False,"{'a': 0.5, 'e': 0.5715999999999679}",25,12,-55.64325930729082,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
715,False,"{'a': 0.5, 'e': 0.5709999999999679}",30,21,12.840323923969345,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.5, 'e': 0.5703999999999678}",20,-15,-36.473015189225144,"{0: 29, 1: 1, 2: 4, 3: 0, 4: 1}",0
717,False,"{'a': 0.5, 'e': 0.5697999999999678}",25,9,-76.9702801683915,"{0: 11, 1: 1, 2: 1, 3: 2, 4: 1}",1
718,False,"{'a': 0.5, 'e': 0.5691999999999677}",20,-16,-88.4317051558542,"{0: 28, 1: 2, 2: 4, 3: 0, 4: 2}",0
719,False,"{'a': 0.5, 'e': 0.5685999999999677}",25,12,-17.408527116021734,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
720,False,"{'a': 0.5, 'e': 0.5679999999999676}",20,-2,-67.2052348819972,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 1}",0
721,False,"{'a': 0.5, 'e': 0.5673999999999676}",20,-3,-57.09432737826263,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 1}",0
722,False,"{'a': 0.5, 'e': 0.5667999999999676}",25,11,-33.197770342515135,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
723,False,"{'a': 0.5, 'e': 0.5661999999999675}",25,-34,-170.85607190534785,"{0: 40, 1: 5, 2: 11, 3: 1, 4: 2}",0
724,False,"{'a': 0.5, 'e': 0.5655999999999675}",20,-18,-19.596662928276558,"{0: 31, 1: 5, 2: 1, 3: 0, 4: 1}",0
725,False,"{'a': 0.5, 'e': 0.5649999999999674}",20,12,0.13431156887999318,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
