trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1274,False,"{'a': 0.5, 'e': 0.23559999999996722}",25,14,19.892872532770163,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.5, 'e': 0.23499999999996724}",25,13,21.580022703604243,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.5, 'e': 0.23439999999996725}",25,10,27.445837714995974,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.5, 'e': 0.23379999999996726}",25,11,7.3436651437324745,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1278,False,"{'a': 0.5, 'e': 0.23319999999996727}",25,13,25.1938777293129,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.5, 'e': 0.23259999999996728}",30,16,17.580847892377335,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1280,False,"{'a': 0.5, 'e': 0.2319999999999673}",25,8,-33.79916676927838,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
1281,False,"{'a': 0.5, 'e': 0.2313999999999673}",20,-3,-13.442214337892901,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",0
1282,False,"{'a': 0.5, 'e': 0.2307999999999673}",25,17,5.665514528612505,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1283,False,"{'a': 0.5, 'e': 0.23019999999996732}",25,-9,35.08699000192114,"{0: 31, 1: 2, 2: 1, 3: 0, 4: 0}",0
1284,False,"{'a': 0.5, 'e': 0.22959999999996733}",25,13,11.308044261216377,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1285,False,"{'a': 0.5, 'e': 0.22899999999996734}",20,6,9.736997492566415,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1286,False,"{'a': 0.5, 'e': 0.22839999999996735}",25,11,16.90401799951675,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.5, 'e': 0.22779999999996736}",20,8,15.464380725437215,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.5, 'e': 0.22719999999996737}",25,9,16.819916659665534,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1289,False,"{'a': 0.5, 'e': 0.22659999999996738}",25,10,10.951709806577185,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1290,False,"{'a': 0.5, 'e': 0.2259999999999674}",20,15,-13.489809075137579,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
1291,False,"{'a': 0.5, 'e': 0.2253999999999674}",20,-3,43.34003423416671,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",0
1292,False,"{'a': 0.5, 'e': 0.22479999999996741}",25,6,-21.28059119514891,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
1293,False,"{'a': 0.5, 'e': 0.22419999999996743}",20,13,13.265434127462601,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.5, 'e': 0.22359999999996744}",20,2,-17.434869469433828,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
1295,False,"{'a': 0.5, 'e': 0.22299999999996745}",30,14,20.67955129788181,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.5, 'e': 0.22239999999996746}",25,17,17.408620907668936,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'a': 0.5, 'e': 0.22179999999996747}",20,7,-61.02099036191497,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 2}",1
1298,False,"{'a': 0.5, 'e': 0.22119999999996748}",20,14,11.37764945207994,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.5, 'e': 0.2205999999999675}",25,9,25.145261579696065,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.5, 'e': 0.2199999999999675}",25,14,9.6472524895467,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.5, 'e': 0.2193999999999675}",25,5,16.27159229086869,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1302,False,"{'a': 0.5, 'e': 0.21879999999996752}",25,15,-22.02930340961411,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
1303,False,"{'a': 0.5, 'e': 0.21819999999996753}",20,5,17.312575468758876,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1304,False,"{'a': 0.5, 'e': 0.21759999999996754}",25,4,15.289830669889321,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
1305,False,"{'a': 0.5, 'e': 0.21699999999996755}",25,16,12.887393017404142,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.5, 'e': 0.21639999999996756}",30,18,21.337159255899564,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1307,False,"{'a': 0.5, 'e': 0.21579999999996757}",30,21,-11.051388051147075,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
1308,False,"{'a': 0.5, 'e': 0.21519999999996758}",20,15,5.804382931204508,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'a': 0.5, 'e': 0.2145999999999676}",20,14,8.744458050155353,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.5, 'e': 0.2139999999999676}",20,5,3.606443259997309,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1311,False,"{'a': 0.5, 'e': 0.21339999999996762}",20,0,34.64151319362744,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1312,False,"{'a': 0.5, 'e': 0.21279999999996763}",20,11,-25.144308733567293,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1313,False,"{'a': 0.5, 'e': 0.21219999999996764}",20,11,-15.043729546334696,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
1314,False,"{'a': 0.5, 'e': 0.21159999999996765}",20,14,12.299981172996278,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.5, 'e': 0.21099999999996766}",25,3,33.596482353259766,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.5, 'e': 0.21039999999996767}",25,16,17.4109470254772,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.5, 'e': 0.20979999999996768}",25,12,26.27638157455019,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.5, 'e': 0.2091999999999677}",30,15,-22.164307810941175,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
1319,False,"{'a': 0.5, 'e': 0.2085999999999677}",20,10,6.409374320684364,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1320,False,"{'a': 0.5, 'e': 0.2079999999999677}",35,24,20.978893171675228,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.5, 'e': 0.20739999999996772}",25,15,8.956407972018331,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1322,False,"{'a': 0.5, 'e': 0.20679999999996773}",20,16,7.959918264680548,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.5, 'e': 0.20619999999996774}",30,20,15.723082407883155,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.5, 'e': 0.20559999999996775}",25,16,16.432185576507372,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'a': 0.5, 'e': 0.20499999999996776}",30,15,-22.020393130872815,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
1326,False,"{'a': 0.5, 'e': 0.20439999999996777}",30,19,12.418179576911218,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1327,False,"{'a': 0.5, 'e': 0.20379999999996778}",20,-2,12.353837093116361,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",0
1328,False,"{'a': 0.5, 'e': 0.2031999999999678}",35,20,5.537354297413283,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1329,False,"{'a': 0.5, 'e': 0.2025999999999678}",25,3,27.232961782791136,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1330,False,"{'a': 0.5, 'e': 0.20199999999996782}",20,11,16.823340198614776,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.5, 'e': 0.20139999999996783}",20,8,15.762965447831427,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1332,False,"{'a': 0.5, 'e': 0.20079999999996784}",20,7,25.432817635146225,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.5, 'e': 0.20019999999996785}",20,5,9.577712959688105,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1334,False,"{'a': 0.5, 'e': 0.19959999999996786}",20,9,19.02772472282366,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.5, 'e': 0.19899999999996787}",20,11,16.702737275247433,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.5, 'e': 0.19839999999996788}",25,11,-12.840008330626588,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1337,False,"{'a': 0.5, 'e': 0.1977999999999679}",30,11,-17.09243791911168,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
1338,False,"{'a': 0.5, 'e': 0.1971999999999679}",20,14,12.520285262149946,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.5, 'e': 0.1965999999999679}",35,22,5.908670223396369,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1340,False,"{'a': 0.5, 'e': 0.19599999999996792}",20,10,21.09064158340687,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.5, 'e': 0.19539999999996793}",20,-6,-21.454556139376706,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 1}",0
1342,False,"{'a': 0.5, 'e': 0.19479999999996794}",30,10,35.54930193301551,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'a': 0.5, 'e': 0.19419999999996795}",20,10,23.47088237034903,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.5, 'e': 0.19359999999996796}",20,3,21.593340621421774,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1345,False,"{'a': 0.5, 'e': 0.19299999999996797}",20,10,-23.389609590064243,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1346,False,"{'a': 0.5, 'e': 0.19239999999996799}",20,9,-23.112232093719008,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1347,False,"{'a': 0.5, 'e': 0.191799999999968}",20,-3,20.67127915207422,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",0
1348,False,"{'a': 0.5, 'e': 0.191199999999968}",25,12,-24.302781454408503,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
1349,False,"{'a': 0.5, 'e': 0.19059999999996802}",25,12,-80.10923688150152,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 2}",1
1350,False,"{'a': 0.5, 'e': 0.18999999999996803}",20,16,6.925911515521771,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.5, 'e': 0.18939999999996804}",20,11,17.94203643554321,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.5, 'e': 0.18879999999996805}",20,16,8.897797652449803,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.5, 'e': 0.18819999999996806}",20,13,4.524918603859745,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.5, 'e': 0.18759999999996807}",20,11,13.395689776389128,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.5, 'e': 0.18699999999996808}",25,7,-58.476750099433815,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
1356,False,"{'a': 0.5, 'e': 0.1863999999999681}",20,11,-36.685399649836185,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
1357,False,"{'a': 0.5, 'e': 0.1857999999999681}",20,15,7.806090600006485,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.5, 'e': 0.1851999999999681}",25,18,14.355513060717433,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.5, 'e': 0.18459999999996812}",20,14,7.382931583989577,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.5, 'e': 0.18399999999996813}",30,4,-29.94781847587707,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 1}",1
1361,False,"{'a': 0.5, 'e': 0.18339999999996814}",20,10,-21.01415395189947,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1362,False,"{'a': 0.5, 'e': 0.18279999999996815}",20,8,-32.990015454400954,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1363,False,"{'a': 0.5, 'e': 0.18219999999996817}",25,10,20.679170999600398,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'a': 0.5, 'e': 0.18159999999996818}",30,12,8.996328354127497,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1365,False,"{'a': 0.5, 'e': 0.1809999999999682}",25,14,23.432016068806238,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.5, 'e': 0.1803999999999682}",30,16,26.435577885625317,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.5, 'e': 0.1797999999999682}",25,0,30.182678068652358,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
1368,False,"{'a': 0.5, 'e': 0.17919999999996822}",30,15,12.068893284228489,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1369,False,"{'a': 0.5, 'e': 0.17859999999996823}",35,11,25.018264787115577,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
1370,False,"{'a': 0.5, 'e': 0.17799999999996824}",25,-2,15.621332141322675,"{0: 25, 1: 0, 2: 1, 3: 1, 4: 0}",0
1371,False,"{'a': 0.5, 'e': 0.17739999999996825}",20,9,-31.507998671499852,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1372,False,"{'a': 0.5, 'e': 0.17679999999996826}",25,18,14.112052014300316,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'a': 0.5, 'e': 0.17619999999996827}",20,0,-10.05617236404608,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1374,False,"{'a': 0.5, 'e': 0.17559999999996828}",20,13,3.9785216375077685,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.5, 'e': 0.1749999999999683}",20,12,-7.0131245969019105,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1376,False,"{'a': 0.5, 'e': 0.1743999999999683}",20,6,21.82347729330956,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'a': 0.5, 'e': 0.1737999999999683}",25,17,-27.44687657804994,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1378,False,"{'a': 0.5, 'e': 0.17319999999996832}",20,10,18.268729729654535,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.5, 'e': 0.17259999999996833}",30,16,13.676158456767853,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1380,False,"{'a': 0.5, 'e': 0.17199999999996834}",30,13,19.288698844063642,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1381,False,"{'a': 0.5, 'e': 0.17139999999996836}",25,14,8.4250772937425,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1382,False,"{'a': 0.5, 'e': 0.17079999999996837}",20,14,2.5020385977495816,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.5, 'e': 0.17019999999996838}",35,17,29.498930294315624,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.5, 'e': 0.1695999999999684}",20,16,6.201618917409007,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.5, 'e': 0.1689999999999684}",20,9,21.11082737268984,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.5, 'e': 0.1683999999999684}",20,6,15.787611461079257,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1387,False,"{'a': 0.5, 'e': 0.16779999999996842}",25,10,5.663936699140141,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
1388,False,"{'a': 0.5, 'e': 0.16719999999996843}",25,15,18.874780156566278,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.5, 'e': 0.16659999999996844}",20,13,1.6710519141140532,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1390,False,"{'a': 0.5, 'e': 0.16599999999996845}",25,13,-20.190080374820894,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
1391,False,"{'a': 0.5, 'e': 0.16539999999996846}",20,12,-7.365611490216361,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1392,False,"{'a': 0.5, 'e': 0.16479999999996847}",25,16,14.840953370119166,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1393,False,"{'a': 0.5, 'e': 0.16419999999996848}",20,14,12.888259024084197,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.5, 'e': 0.1635999999999685}",30,20,15.263256335303115,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.5, 'e': 0.1629999999999685}",25,16,17.158566317012912,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1396,False,"{'a': 0.5, 'e': 0.16239999999996851}",20,13,15.261789131810879,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.5, 'e': 0.16179999999996852}",20,10,8.855759427295894,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1398,False,"{'a': 0.5, 'e': 0.16119999999996854}",20,4,-14.666163847079357,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1399,False,"{'a': 0.5, 'e': 0.16059999999996855}",20,6,28.13603779723809,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'a': 0.5, 'e': 0.15999999999996856}",20,-3,31.906935596176886,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",0
1401,False,"{'a': 0.5, 'e': 0.15939999999996857}",25,5,32.60967099839682,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.5, 'e': 0.15879999999996858}",30,22,14.477161396597795,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.5, 'e': 0.1581999999999686}",30,18,23.734517036841392,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.5, 'e': 0.1575999999999686}",30,14,10.482218866111518,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1405,False,"{'a': 0.5, 'e': 0.1569999999999686}",35,17,33.61506329076135,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.5, 'e': 0.15639999999996862}",20,6,1.510610939266471,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
1407,False,"{'a': 0.5, 'e': 0.15579999999996863}",25,16,15.217126340194017,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1408,False,"{'a': 0.5, 'e': 0.15519999999996864}",35,26,15.533376464682298,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'a': 0.5, 'e': 0.15459999999996865}",20,6,26.65251864254048,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.5, 'e': 0.15399999999996866}",20,14,12.003644132330738,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.5, 'e': 0.15339999999996867}",20,12,16.776863190881738,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1412,False,"{'a': 0.5, 'e': 0.15279999999996868}",20,3,34.11994019279525,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.5, 'e': 0.1521999999999687}",30,15,31.13082560240454,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'a': 0.5, 'e': 0.1515999999999687}",20,11,18.42102737099734,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1415,False,"{'a': 0.5, 'e': 0.15099999999996871}",30,13,19.201990274568498,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1416,False,"{'a': 0.5, 'e': 0.15039999999996873}",25,15,9.571317407470055,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1417,False,"{'a': 0.5, 'e': 0.14979999999996874}",20,7,27.2278789802904,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'a': 0.5, 'e': 0.14919999999996875}",20,-1,-10.546901294423105,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
1419,False,"{'a': 0.5, 'e': 0.14859999999996876}",30,16,29.491295228129236,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1420,False,"{'a': 0.5, 'e': 0.14799999999996877}",25,14,14.901596474293253,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1421,False,"{'a': 0.5, 'e': 0.14739999999996878}",35,18,8.978503541839423,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1422,False,"{'a': 0.5, 'e': 0.1467999999999688}",25,17,16.241499319523825,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.5, 'e': 0.1461999999999688}",20,16,9.695239587843725,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'a': 0.5, 'e': 0.1455999999999688}",30,23,11.767836768093003,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1425,False,"{'a': 0.5, 'e': 0.14499999999996882}",20,1,10.595874114662527,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1426,False,"{'a': 0.5, 'e': 0.14439999999996883}",30,22,17.075917101166617,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1427,False,"{'a': 0.5, 'e': 0.14379999999996884}",20,10,18.94018031089962,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1428,False,"{'a': 0.5, 'e': 0.14319999999996885}",20,12,2.7264950700152992,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1429,False,"{'a': 0.5, 'e': 0.14259999999996886}",25,11,25.67266482732822,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1430,False,"{'a': 0.5, 'e': 0.14199999999996887}",25,0,24.688572475585374,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",1
1431,False,"{'a': 0.5, 'e': 0.14139999999996888}",20,16,7.255872179465595,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'a': 0.5, 'e': 0.1407999999999689}",20,12,17.040395229427574,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1433,False,"{'a': 0.5, 'e': 0.1401999999999689}",30,23,13.709527982471414,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1434,False,"{'a': 0.5, 'e': 0.13959999999996892}",20,8,11.72920210597015,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1435,False,"{'a': 0.5, 'e': 0.13899999999996893}",20,7,15.756430546841461,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1436,False,"{'a': 0.5, 'e': 0.13839999999996894}",20,10,17.64163120358997,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1437,False,"{'a': 0.5, 'e': 0.13779999999996895}",20,15,3.5866073857267824,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1438,False,"{'a': 0.5, 'e': 0.13719999999996896}",20,11,17.45132331985275,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1439,False,"{'a': 0.5, 'e': 0.13659999999996897}",25,-2,32.09497805361191,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",0
1440,False,"{'a': 0.5, 'e': 0.13599999999996898}",25,11,14.811934585195786,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1441,False,"{'a': 0.5, 'e': 0.135399999999969}",20,6,-27.57015427052332,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1442,False,"{'a': 0.5, 'e': 0.134799999999969}",30,17,8.440983953999089,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1443,False,"{'a': 0.5, 'e': 0.134199999999969}",25,1,6.844133755545555,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
1444,False,"{'a': 0.5, 'e': 0.13359999999996902}",20,6,15.14235731772234,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1445,False,"{'a': 0.5, 'e': 0.13299999999996903}",20,7,-48.812507099380284,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 1}",1
1446,False,"{'a': 0.5, 'e': 0.13239999999996904}",30,8,35.63502449173071,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1447,False,"{'a': 0.5, 'e': 0.13179999999996905}",35,21,29.21535114622063,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1448,False,"{'a': 0.5, 'e': 0.13119999999996906}",20,13,0.4558894033744836,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1449,False,"{'a': 0.5, 'e': 0.13059999999996907}",25,15,20.698492230977163,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1450,False,"{'a': 0.5, 'e': 0.12999999999996908}",30,14,16.050944217842407,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
1451,False,"{'a': 0.5, 'e': 0.1293999999999691}",25,18,13.987626278171156,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1452,False,"{'a': 0.5, 'e': 0.1287999999999691}",25,15,-0.3367960205459646,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1453,False,"{'a': 0.5, 'e': 0.12819999999996912}",20,-10,28.996145284540493,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
1454,False,"{'a': 0.5, 'e': 0.12759999999996913}",30,6,43.480754845389676,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1455,False,"{'a': 0.5, 'e': 0.12699999999996914}",25,16,19.3599103891856,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1456,False,"{'a': 0.5, 'e': 0.12639999999996915}",30,20,-24.399919467976243,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
